pitcher,pitch_type,n,naive_in,inferred_in
Bowden Francis,FF,745,9.521834152073367,8.740049388138482
Bowden Francis,FS,261,12.19853914876739,10.438898814495055
Bowden Francis,SI,43,8.791377029249597,9.327880271019557
Bowden Francis,SL,138,11.849427409744802,11.863524050202328
Brad Keller,ALL,667,10.668174731736572,9.742718568257798
Brad Keller,CH,88,12.884426578855265,10.093413005061086
Brad Keller,FF,250,10.750888975402022,10.327998788174785
Brad Keller,KC,9,14.75508543175605,10.29519303008419
Brad Keller,SI,35,10.227826427197222,10.19565461377818
Brad Keller,SL,244,9.349253234479194,8.415467041645666
Brad Keller,ST,41,12.126049260734822,11.691327309248104
Bradley Blalock,ALL,516,11.67516777383758,10.480664877717851
Bradley Blalock,CU,56,10.79935319525427,9.640129820025065
Bradley Blalock,FC,20,8.679221606739613,8.784647868658336
Bradley Blalock,FF,245,11.484904528337122,10.097013488071283
Bradley Blalock,FS,76,12.820140305852235,12.786064249596043
Bradley Blalock,SL,119,11.861189704501754,11.280787011075295
Brady Basso,ALL,324,9.743249864404735,8.682095019988601
Brady Basso,CH,38,12.027657296464831,8.093095915642948
Brady Basso,CU,71,12.995026621949522,11.076902139650992
Brady Basso,FC,57,7.79850221211008,8.204997197460822
Brady Basso,FF,152,8.530215122324165,7.888570958776974
Brady Basso,SI,6,14.790195975712244,11.484480121449536
Brady Feigl,ALL,41,8.447808780185504,8.396373952709911
Brady Feigl,CH,5,22.665774503611235,24.017368947533747
Brady Feigl,CU,10,8.86527709905787,9.413023930947734
Brady Feigl,FF,26,6.341797479703683,6.792707586260157
Brady Singer,ALL,2833,9.714549826520768,8.987507550133081
Brady Singer,CH,50,13.58418586222594,11.336914918676136
Brady Singer,FC,1,10.466478158050736,8.978427626032627
Brady Singer,FF,317,12.163270477375926,10.64753061834309
Brady Singer,SI,1174,8.963441333617304,8.630571614053359
Brady Singer,SL,1142,9.52884856986769,8.65846038876855
Brady Singer,ST,149,10.96927344932423,9.887890448779125
Brandon Bielak,ALL,479,11.805656647556972,10.287473192632008
Brandon Bielak,CH,128,12.561512405843338,10.853373491967343
Brandon Bielak,CU,46,16.124341683310423,12.305897322643236
Brandon Bielak,FF,111,11.440155995446629,8.309495122975022
Brandon Bielak,SI,119,9.607925044262487,8.765101795457527
Brandon Bielak,SL,3,14.354718610030318,11.678825283380888
Brandon Bielak,ST,72,13.197499672235493,11.653406949620916
Brandon Crawford,ALL,35,16.467504594899392,15.403385005898395
Brandon Crawford,CH,2,26.978988940631744,26.638177653806352
Brandon Crawford,CU,1,24.692394833427066,23.915168110913505
Brandon Crawford,FF,32,16.19923176649869,14.50751069624644
